id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
12682,I,1.3875,1.075,0.35,23.48756075,10.73028575,5.00368675,6.80388,11.0
12683,M,1.25,0.95,0.3125,17.4349425,8.0796075,3.64291075,4.5642695,9.0
12684,F,1.7375,1.375,0.5125,47.95317925,20.70930975,8.85921875,12.8990225,14.0
12685,F,1.7,1.375,0.5125,45.99706375,20.808533,12.14776075,12.757275,11.0
12686,I,0.475,0.325,0.075,0.7654365,0.2551455,0.1417475,0.2551455,4.0
12687,F,1.3125,1.0125,0.325,20.42581475,7.24329725,4.01145425,5.953395,13.0
12688,I,1.25,0.9625,0.3375,14.64251675,5.28718175,3.345241,4.6776675,9.0
12689,M,1.55,1.2625,0.4125,37.1094955,17.78931125,9.22776225,11.793392,8.0
12690,M,1.5625,1.225,0.4125,34.60056475,16.42853525,7.3992195,8.71747125,10.0
12691,F,1.525,1.1875,0.3875,28.50542225,12.60135275,6.747181,8.3631025,10.0
12692,M,1.3125,1.0,0.325,18.75319425,8.12213175,4.1673765,5.0178615,7.0
12693,M,1.475,1.1375,0.3625,24.79163775,10.8578585,5.54232725,7.72523875,9.0
12694,I,0.9125,0.675,0.2375,5.556502,2.48058125,1.14815475,1.8427175,7.0
12695,F,1.1625,0.875,0.25,13.8062065,5.59902625,2.8066005,3.1467945,10.0
12696,I,0.8375,0.6625,0.2125,5.556502,2.05533875,1.020582,1.65844575,7.0
12697,I,0.9,0.6625,0.2375,6.577084,2.76407625,1.2757275,1.97029025,7.0
12698,M,1.3125,1.0,0.375,18.313777,7.087375,4.8477645,5.6699,11.0
12699,M,1.225,0.95,0.3375,18.46969925,7.7961125,4.819415,5.2446575,11.0
12700,F,1.25,0.975,0.35,18.01610725,8.7032965,4.40834725,5.2446575,9.0
12701,M,1.5,1.1875,0.4,31.3828965,15.46465225,6.633783,7.5126175,9.0
12702,M,1.3625,1.0625,0.3375,22.92057075,10.432616,5.9817445,6.23689,9.0
12703,I,1.0,0.775,0.3,8.71747125,3.6003865,2.0128145,3.40194,14.0
12704,F,1.6375,1.3125,0.45,41.4753185,18.83824275,8.4765005,11.90679,12.0
12705,M,1.5375,1.2625,0.45,36.627554,17.0097,7.257472,10.4042665,11.0
12706,M,1.4375,1.1625,0.375,26.09571475,10.432616,5.3580555,7.7961125,9.0
12707,F,1.2125,0.95,0.35,17.76096175,6.0951425,3.72795925,5.2446575,14.0
12708,M,0.9125,0.7,0.2,6.4920355,2.59397925,1.757669,2.1262125,6.0
12709,M,1.3125,1.0,0.3,18.0019325,8.66077225,4.40834725,4.9611625,8.0
12710,I,1.5,1.1375,0.3375,27.9242575,14.61416725,5.1312595,7.597666,9.0
12711,F,1.5,1.1875,0.45,32.72949775,15.97494325,7.257472,8.83086925,11.0
12712,I,0.425,0.325,0.125,0.510291,0.18427175,0.15592225,0.1417475,5.0
12713,F,1.525,1.175,0.45,32.33260475,14.38737125,7.41339425,8.334753,11.0
12714,M,1.575,1.2,0.375,38.8722115,19.40523275,8.57572375,9.4970825,9.0
12715,M,1.3,1.0,0.3125,21.829115,9.7805775,4.1673765,5.42892925,14.0
12716,M,1.5125,1.175,0.375,27.839209,12.0485375,5.0745605,8.3631025,13.0
12717,M,1.3125,1.0125,0.4,27.71163625,9.128539,5.8116475,8.788345,14.0
12718,M,1.175,0.925,0.325,14.55746825,5.329706,2.93417325,4.9611625,16.0
12719,M,1.25,0.9625,0.3125,14.7133905,5.5281525,3.04757125,4.762716,12.0
12720,F,1.2875,1.0625,0.35,21.318824,9.99319875,3.685435,6.0384435,11.0
12721,F,1.3125,1.025,0.3625,19.901349,8.34892775,3.685435,6.747181,10.0
12722,M,1.475,1.15,0.3625,28.91649,13.13999325,5.556502,7.2291225,8.0
12723,M,1.35,1.05,0.325,20.34076625,8.74582075,4.57844425,5.8116475,10.0
12724,M,1.2875,1.0875,0.35,19.43358225,7.540967,4.819415,6.6621325,10.0
12725,I,1.275,0.925,0.2875,15.4504775,6.67630725,3.0900955,4.40834725,7.0
12726,F,1.5375,1.1875,0.4125,31.70891575,14.89766225,6.81805475,7.5126175,10.0
12727,I,1.1,0.8,0.2625,11.55242125,5.14543425,2.3530085,2.87747425,7.0
12728,I,0.7875,0.575,0.225,3.6003865,1.417475,0.69456275,1.13398,17.0
12729,M,1.5875,1.275,0.3875,36.627554,16.25843825,8.51902475,9.6104805,11.0
12730,F,1.6,1.275,0.4125,39.22153325,18.01610725,9.11436425,9.2135875,10.0
12731,I,0.7,0.525,0.2125,3.33106625,1.34660125,0.75126175,0.907184,5.0
12732,I,0.85,0.675,0.225,6.1518415,2.31048425,1.54504775,1.984465,8.0
12733,M,0.9875,0.7375,0.275,10.2341695,3.798833,2.14038725,3.5436875,8.0
12734,F,1.5625,1.25,0.4375,36.61337925,16.782904,8.60407325,11.056305,10.0
12735,F,1.4875,1.1375,0.4625,31.08522675,11.38232425,6.44951125,8.50485,11.0
12736,I,1.1875,0.9125,0.3375,13.097469,5.28718175,2.99087225,3.5436875,9.0
12737,I,1.1125,0.8375,0.3,11.15552825,4.29494925,2.67902775,3.2601925,7.0
12738,F,1.3,1.0375,0.325,19.17843675,8.63242275,3.98310475,5.8116475,11.0
12739,I,0.6125,0.45,0.1375,1.814368,0.97805775,0.29766975,0.60951425,5.0
12740,F,1.6125,1.25,0.475,37.1094955,12.587178,7.52679225,11.90679,16.0
12741,M,1.6125,1.2125,0.375,34.5013415,13.90542975,8.674947,9.07184,10.0
12742,M,1.55,1.225,0.45,33.57998275,14.6566915,9.8372765,8.278054,10.0
12743,F,1.6375,1.3375,0.4625,36.55668025,16.6411565,8.29222875,10.3475675,11.0
12744,I,1.3,1.025,0.35,16.9246515,6.73300625,4.40834725,4.9611625,9.0
12745,I,1.175,0.9125,0.3125,13.2392165,5.28718175,2.5798045,4.252425,8.0
12746,I,0.8125,0.5,0.15,2.721552,1.14815475,0.58116475,0.850485,5.0
12747,I,0.4375,0.3375,0.1125,0.86465975,0.3118445,0.21262125,0.283495,5.0
12748,M,1.7125,1.3625,0.4375,44.21104525,20.751834,10.20582,11.623295,12.0
12749,I,1.3375,1.05,0.35,21.21960075,8.0796075,4.60679375,6.0951425,9.0
12750,I,0.5375,0.425,0.1375,1.45999925,0.5386405,0.340194,0.56699,5.0
12751,M,1.5375,1.2,0.4,29.0015385,13.31009025,6.2652395,7.654365,9.0
12752,I,1.175,0.8875,0.3125,14.41572075,6.633783,3.69960975,4.6776675,8.0
12753,M,1.55,1.2,0.425,30.06464475,12.3887315,6.13766675,9.922325,10.0
12754,M,1.5375,1.175,0.4,28.76056775,12.3887315,6.2652395,8.9300925,12.0
12755,F,1.3875,1.0375,0.3375,22.792998,9.87980075,4.309124,6.0951425,10.0
12756,F,1.45,1.1625,0.4,30.43318825,12.2753335,6.67630725,8.6465975,13.0
12757,F,1.5625,1.2125,0.4625,36.4291075,17.27902025,8.60407325,8.788345,9.0
12758,F,1.4125,1.05,0.3,20.19901875,9.2135875,4.77689075,5.953395,10.0
12759,M,1.675,1.275,0.4625,46.67745175,24.22464775,10.77281,12.2186345,11.0
12760,I,1.3,0.9375,0.3,16.839603,6.76135575,3.04757125,5.386405,8.0
12761,I,1.1875,0.9125,0.275,15.74814725,7.654365,3.061746,4.706017,8.0
12762,I,0.7,0.6125,0.2,3.67126025,1.65844575,0.7654365,1.247378,6.0
12763,F,1.5125,1.2125,0.4375,34.74231225,15.06775925,7.98038425,9.355335,11.0
12764,M,1.575,1.175,0.4125,36.570855,16.9246515,7.52679225,9.2135875,9.0
12765,I,0.6875,0.5,0.175,2.2963095,0.97805775,0.60951425,0.850485,5.0
12766,M,1.525,1.175,0.4125,31.28367325,11.8784405,6.350288,8.788345,14.0
12767,I,0.85,0.6875,0.2125,5.59902625,2.11203775,1.17650425,1.984465,6.0
12768,M,1.3,0.975,0.3,18.24290325,8.32057825,4.479221,5.6699,8.0
12769,F,1.6,1.2625,0.3875,37.194544,14.75591475,7.9662095,10.20582,11.0
12770,F,1.5625,1.2125,0.4375,34.529691,15.80484625,8.60407325,9.4970825,10.0
12771,F,1.5125,1.1875,0.4,29.937072,13.6361095,6.13766675,8.50485,10.0
12772,I,1.25,0.9375,0.3,16.40018575,7.1724235,3.2601925,4.53592,8.0
12773,M,0.9,0.6875,0.225,6.406987,2.6932025,1.14815475,1.814368,11.0
12774,M,1.225,0.975,0.3125,16.68368075,6.6621325,3.7137845,4.3941725,10.0
12775,M,1.4375,1.125,0.4,29.029888,11.679994,7.04485075,8.6465975,12.0
12776,M,1.4125,1.0625,0.3125,22.169309,10.47514025,4.9611625,6.71747125,9.0
12777,I,0.775,0.6,0.175,4.2807745,1.8427175,0.72291225,1.2757275,5.0
12778,I,1.2375,0.9875,0.325,18.71067,7.7394135,4.23825025,5.2446575,14.0
12779,M,1.375,1.05,0.3875,23.88445375,10.41844125,4.8477645,6.87475375,12.0
12780,F,1.475,1.1,0.3625,26.421734,10.44679075,6.860579,7.7961125,11.0
12781,M,1.475,1.125,0.4,25.8830935,10.98543125,5.17378375,7.93786,9.0
12782,M,1.5,1.175,0.4125,32.2900805,11.4248485,7.64019025,9.355335,15.0
12783,I,0.875,0.6625,0.225,5.88252125,2.65067825,1.31825175,1.984465,7.0
12784,M,1.0,0.7875,0.25,9.08601475,3.69960975,2.0128145,2.9766975,7.0
12785,M,1.45,1.1,0.3875,24.73493875,11.7650425,5.5281525,6.80388,11.0
12786,I,1.5625,1.25,0.45,39.7743485,12.34620725,8.09378225,13.4660125,16.0
12787,M,1.575,1.225,0.375,36.7693015,15.09610875,6.577084,9.7238785,13.0
12788,M,1.6,1.2125,0.4,30.1922175,14.4298955,7.64019025,7.654365,8.0
12789,M,1.5125,1.2125,0.3875,29.937072,12.587178,6.36446275,8.0796075,9.0
12790,I,1.0,0.75,0.3,9.08601475,3.69960975,1.587572,2.9766975,10.0
12791,I,1.375,1.075,0.375,24.99008425,8.80251975,6.180191,7.2291225,11.0
12792,M,1.1375,0.875,0.3,13.8062065,6.50621025,3.061746,3.5436875,8.0
12793,M,1.3,1.0,0.4,21.885814,7.7394135,4.12485225,7.654365,13.0
12794,M,0.975,0.725,0.2375,7.55514175,3.3168915,1.417475,2.26796,7.0
12795,M,1.575,1.225,0.4625,39.7743485,13.60776,8.334753,11.90679,18.0
12796,M,1.25,1.0,0.325,18.24290325,6.95980225,3.86970675,5.2446575,11.0
12797,M,1.4375,1.1125,0.375,27.6407625,12.11941125,6.78970525,6.520385,9.0
12798,I,0.95,0.75,0.25,7.81028725,3.44446425,1.247378,2.4097075,8.0
12799,M,1.375,1.075,0.4125,24.81998725,10.33339275,5.62737575,7.087375,11.0
12800,M,1.425,1.1,0.425,29.95124675,13.5227115,7.540967,9.63883,11.0
12801,F,1.4875,1.225,0.3875,32.488527,13.1825175,5.71242425,9.19941275,13.0
12802,M,0.9375,0.725,0.2125,6.90310325,3.061746,1.54504775,1.984465,7.0
12803,M,1.55,1.2125,0.375,37.1094955,16.6411565,8.9300925,10.489315,9.0
12804,M,0.8375,0.6375,0.2,4.762716,1.77184375,0.97805775,1.417475,6.0
12805,M,1.5375,1.2,0.4375,31.2694985,10.78698475,6.95980225,10.19164525,21.0
12806,I,1.1625,0.8875,0.275,12.74310025,5.556502,2.33883375,3.96893,9.0
12807,M,1.325,1.0625,0.325,23.74270625,7.38504475,5.8116475,6.520385,9.0
12808,F,1.3125,1.0,0.4375,21.36134825,7.654365,4.2240755,8.3631025,13.0
12809,F,1.7125,1.275,0.425,41.23434775,18.6256215,8.83086925,10.56018875,10.0
12810,M,1.45,1.15,0.3875,29.97959625,12.870673,5.82582225,9.2135875,18.0
12811,M,1.6375,1.3125,0.4875,36.6559035,12.587178,8.448151,10.489315,14.0
12812,I,1.1875,0.8875,0.275,10.41844125,4.57844425,2.778251,3.40194,8.0
12813,I,0.9625,0.7,0.2125,6.27941425,2.62232875,1.37495075,1.5592225,8.0
12814,F,1.525,1.125,0.425,26.421734,10.149121,5.5848515,8.50485,14.0
12815,M,1.3375,1.0625,0.35,23.71435675,10.61688775,4.7343665,6.80388,14.0
12816,M,1.55,1.2,0.375,32.034935,16.25843825,5.9250455,8.20718025,9.0
12817,F,1.5375,1.1875,0.4,31.2694985,14.33067225,6.406987,8.3631025,9.0
12818,M,1.6625,1.3125,0.4375,38.14425225,16.612807,7.2858215,10.77281,10.0
12819,I,1.1,0.8625,0.2625,10.149121,4.43669675,1.60174675,3.35941575,7.0
12820,F,1.3,1.0375,0.35,19.66037825,6.84640425,4.12485225,7.37087,13.0
12821,M,1.2875,1.0125,0.3375,24.67823975,12.11941125,4.989512,5.953395,9.0
12822,F,1.6125,1.3375,0.5,38.20095125,14.061352,7.27164675,13.04077,12.0
12823,I,1.3125,0.9875,0.325,18.71067,8.051258,3.52951275,4.9611625,10.0
12824,F,0.7,0.5375,0.2375,4.876114,1.871067,0.7654365,1.48834875,11.0
12825,I,1.35,1.0625,0.35,17.08057375,8.37727725,3.96893,5.2446575,8.0
12826,M,1.55,1.2,0.425,38.71124225,19.561155,7.52679225,8.50485,10.0
12827,F,1.5,1.1625,0.375,32.034935,12.0485375,7.427569,9.4970825,12.0
12828,I,1.2,0.9125,0.3,15.195332,7.9095105,3.6003865,3.8271825,8.0
12829,M,1.6,1.2375,0.4125,40.83745475,19.94387325,7.824462,10.942907,11.0
12830,M,1.325,1.0375,0.4375,23.51591025,10.41844125,4.72019175,7.654365,9.0
12831,M,1.5,1.0625,0.3625,24.62154075,11.4248485,6.22271525,6.3219385,8.0
12832,M,1.45,1.0625,0.3625,26.09571475,11.793392,5.783298,7.087375,9.0
12833,M,1.5625,1.25,0.4625,42.14153175,17.93105875,9.39785925,12.0485375,14.0
12834,M,1.225,0.925,0.2875,16.2442635,6.76135575,3.061746,5.5281525,9.0
12835,F,1.4875,1.175,0.375,27.59823825,13.02659525,5.25883225,8.334753,9.0
12836,F,0.5625,0.4,0.1375,1.6726205,0.7654365,0.35436875,0.4252425,5.0
12837,M,1.575,1.2375,0.425,34.6714385,15.4504775,6.90310325,8.71747125,10.0
12838,F,1.4375,1.125,0.325,23.48756075,7.10154975,5.5281525,6.6621325,11.0
12839,M,1.425,1.1,0.3625,29.3417325,12.133586,5.91087075,8.3631025,10.0
12840,M,1.7,1.25,0.5,40.97920225,14.4298955,10.602713,13.834556,14.0
12841,I,0.925,0.6875,0.225,6.577084,2.721552,1.6159215,2.02698925,7.0
12842,M,1.175,0.9,0.3375,20.87940675,9.4403835,4.2240755,4.7343665,8.0
12843,F,1.7,1.375,0.5125,53.070264,20.525038,9.99319875,16.03164225,17.0
12844,F,1.1,0.85,0.3375,15.35125425,4.91863825,2.3530085,4.9611625,7.0
12845,F,1.55,1.2875,0.4625,32.07745925,13.93377925,6.4920355,11.623295,12.0
12846,M,1.625,1.2875,0.4125,35.19590425,14.84096325,6.98815175,9.63883,11.0
12847,I,1.1,0.85,0.25,10.375917,4.46504625,2.33883375,3.40194,7.0
12848,M,0.6875,0.5,0.2,2.76407625,1.54504775,0.60951425,0.850485,3.0
12849,M,1.325,1.1,0.375,25.0326085,7.93786,4.86193925,8.9300925,18.0
12850,M,1.45,1.125,0.4375,33.89182725,10.21999475,6.25106475,11.623295,16.0
12851,I,1.1,0.8125,0.25,11.509897,4.74854125,2.381358,3.40194,7.0
12852,M,1.5625,1.2125,0.475,36.230661,10.5743635,7.66853975,13.891255,26.0
12853,I,1.375,1.0625,0.375,23.11901725,8.4198015,4.57844425,7.654365,10.0
12854,I,0.9,0.6875,0.2375,6.1518415,2.608154,1.23320325,1.984465,6.0
12855,M,1.4125,1.1125,0.3625,24.28134675,9.6671795,4.989512,8.164656,11.0
12856,M,0.9625,0.7125,0.2625,8.958442,3.44446425,1.82854275,2.9766975,9.0
12857,I,0.9,0.675,0.25,6.50621025,2.83495,1.1623295,1.7860185,7.0
12858,M,1.6125,1.2875,0.4125,37.74735925,12.26115875,8.63242275,11.90679,16.0
12859,I,0.4625,0.3375,0.1125,0.8221355,0.396893,0.15592225,0.26932025,5.0
12860,M,1.5625,1.175,0.375,34.60056475,16.62698175,7.824462,6.84640425,11.0
12861,F,1.1,0.875,0.3125,12.99824575,5.88252125,2.5798045,3.685435,9.0
12862,F,1.2625,0.9625,0.35,28.87396575,14.5432935,5.556502,6.6621325,8.0
12863,F,1.2125,0.975,0.3375,17.33571925,5.6699,4.0539785,5.2446575,16.0
12864,I,0.75,0.5625,0.1625,3.01922175,1.34660125,0.75126175,0.8221355,5.0
12865,I,1.0625,0.8125,0.25,10.0073735,4.46504625,2.93417325,2.9766975,8.0
12866,M,1.3625,1.025,0.3875,23.91280325,9.99319875,5.783298,8.3064035,10.0
12867,I,0.925,0.7125,0.225,7.75358825,3.18931875,1.77184375,2.76407625,7.0
12868,I,0.7625,0.575,0.2375,4.649318,1.77184375,0.80796075,1.417475,7.0
12869,I,0.7125,0.525,0.175,2.99087225,14.13222575,0.52446575,0.850485,5.0
12870,I,0.6125,0.4375,0.1375,1.80019325,0.8788345,0.396893,0.56699,5.0
12871,M,1.4125,1.1,0.4125,26.01066625,10.4609655,5.20213325,7.37087,9.0
12872,I,1.2875,0.975,0.2875,18.030282,9.695529,3.2034935,3.40194,7.0
12873,F,1.7125,1.2625,0.5,50.61803225,19.09338825,10.7444605,16.44271,13.0
12874,I,1.1,0.8,0.2875,11.49572225,4.80524025,2.608154,3.40194,7.0
12875,F,1.7,1.3125,0.475,52.219779,25.3161035,12.47378,13.324265,9.0
12876,M,1.4875,1.1625,0.45,33.2691045,15.1102835,7.7961125,8.0796075,9.0
12877,F,1.525,1.225,0.4,30.560761,13.62193475,6.93145275,7.5126175,9.0
12878,F,1.5875,1.2875,0.425,36.61337925,13.1825175,8.63242275,13.1825175,22.0
12879,F,1.375,1.075,0.3875,26.308336,11.793392,5.99591925,7.7961125,9.0
12880,M,1.3125,1.0375,0.4,26.7902775,11.35397475,6.44951125,8.3631025,11.0
12881,F,1.1,0.875,0.275,12.09106175,5.4147545,2.8066005,3.685435,9.0
12882,M,1.5,1.1625,0.375,29.97959625,13.891255,5.499803,8.788345,9.0
12883,I,1.0625,0.8125,0.275,10.999606,4.74854125,2.14038725,2.9766975,9.0
12884,I,1.3125,0.9625,0.3125,16.386011,7.540967,3.4869885,4.819415,9.0
12885,F,1.4625,1.15,0.4125,35.36600125,17.73261225,6.8889285,9.355335,10.0
12886,I,1.35,1.0625,0.35,22.77882325,10.149121,4.592619,6.7755305,10.0
12887,I,1.4375,1.1125,0.3375,24.607366,12.60135275,4.989512,6.23689,8.0
12888,M,1.575,1.2375,0.4375,32.2900805,14.16057525,7.484268,8.0796075,10.0
12889,M,1.6125,1.2875,0.4875,38.6403685,17.08057375,9.412034,10.6310625,10.0
12890,I,0.7,0.525,0.15,2.73572675,1.17650425,0.623689,0.850485,6.0
12891,F,1.4875,1.1625,0.3875,31.19862475,15.63474925,6.3219385,8.6465975,10.0
12892,F,1.5625,1.175,0.425,32.13415825,16.0741665,7.711064,8.1363065,11.0
12893,M,1.3,1.0875,0.3125,21.21960075,11.0846545,4.3941725,5.03203625,9.0
12894,M,1.4875,1.075,0.3625,25.25804425,13.16834275,5.896696,6.23689,8.0
12895,F,1.6125,1.25,0.475,39.19318375,13.1258185,8.37727725,11.1980525,14.0
12896,F,1.5,1.15,0.3875,29.313383,12.3887315,6.22271525,9.355335,11.0
12897,I,0.8375,0.625,0.2125,4.80524025,2.67902775,1.077281,1.417475,8.0
12898,M,1.575,1.25,0.4,34.5013415,15.43630275,8.34892775,8.9300925,9.0
12899,I,1.05,0.8375,0.25,9.93649975,4.63514325,1.97029025,2.6365035,7.0
12900,M,1.575,1.25,0.4375,38.9805625,17.08057375,6.76135575,11.90679,11.0
12901,I,1.3375,1.05,0.45,20.184844,9.53960675,4.3374735,5.953395,8.0
12902,F,1.55,1.2,0.4,28.76056775,12.79979925,6.98815175,8.9300925,11.0
12903,M,1.5,1.1875,0.4125,29.97959625,9.808927,7.78193775,8.788345,14.0
12904,I,0.5625,0.425,0.1625,1.644271,0.737087,0.4252425,0.4252425,5.0
12905,F,1.3625,1.075,0.3375,20.921931,9.468733,4.479221,6.3786375,9.0
12906,F,1.55,1.225,0.4,34.23202125,15.80484625,7.7394135,9.7805775,10.0
12907,F,1.475,1.1375,0.375,31.18445,11.113004,6.30776375,8.0796075,17.0
12908,M,0.6875,0.4875,0.1625,3.1467945,1.20485375,0.83631025,0.9922325,7.0
12909,M,1.55,1.2,0.375,30.40483875,13.6928085,6.08096775,8.221355,15.0
12910,M,1.8125,1.4,0.55,64.16909325,25.0893075,11.5382465,18.427175,11.0
12911,M,1.6125,1.2625,0.4,42.127357,16.726205,9.241937,10.56018875,13.0
12912,F,1.4,1.075,0.3875,24.87668625,12.28950825,4.86193925,6.80388,9.0
12913,I,0.9375,0.675,0.2125,5.5848515,2.2396105,1.06310625,1.70097,7.0
12914,I,0.8375,0.6625,0.225,5.62737575,2.05533875,1.1623295,1.8427175,6.0
12915,F,1.5125,1.1875,0.375,34.6147395,17.10892325,6.406987,8.278054,9.0
12916,M,1.4875,1.1875,0.4125,33.5941575,15.762322,5.51397775,7.767763,8.0
12917,I,0.5875,0.4,0.1375,1.45999925,0.5386405,0.41106775,0.4252425,5.0
12918,I,0.825,0.6375,0.2125,5.5281525,2.211261,0.77961125,1.417475,6.0
12919,F,1.5,1.1875,0.4375,34.699788,15.592225,7.66853975,8.164656,10.0
12920,M,1.4875,1.1375,0.35,26.365035,9.4970825,6.08096775,8.221355,12.0
12921,F,1.45,1.1875,0.375,27.0170735,12.23280925,5.51397775,7.654365,9.0
12922,F,1.3375,1.05,0.3375,23.09066775,9.87980075,5.726599,6.23689,8.0
12923,F,1.0625,0.8125,0.2625,12.14776075,4.72019175,2.26796,4.53592,10.0
12924,F,1.6875,1.3125,0.4625,48.94541175,21.67319275,10.24834425,10.0640725,11.0
12925,F,1.675,1.3125,0.4875,42.73687125,17.53416575,8.94426725,12.47378,12.0
12926,M,1.4625,1.15,0.4,24.42309425,9.14271375,5.3013565,7.37087,9.0
12927,F,1.5875,1.25,0.475,38.88133925,13.551061,7.24329725,13.60776,25.0
12928,I,0.4625,0.3375,0.1125,0.86465975,0.3118445,0.21262125,0.283495,5.0
12929,I,1.3125,1.0,0.3375,23.51591025,7.3992195,4.01145425,7.6827145,19.0
12930,I,0.5875,0.4375,0.15,1.82854275,0.60951425,0.29766975,0.56699,5.0
12931,M,1.5,1.1875,0.3875,29.95124675,14.35902175,6.30776375,7.93786,12.0
12932,I,0.9125,0.6625,0.2125,6.13766675,2.62232875,1.077281,1.74349425,7.0
12933,I,0.9125,0.675,0.2,6.33611325,2.31048425,1.190679,1.8427175,6.0
12934,I,1.15,0.8875,0.3125,15.35125425,6.67630725,3.5436875,4.1106775,9.0
12935,M,1.5,1.2,0.45,30.4190135,11.35397475,6.64795775,8.50485,16.0
12936,M,1.425,1.0375,0.35,28.44872325,11.35397475,5.74077375,9.07184,14.0
12937,M,1.2375,0.95,0.3125,14.58581775,5.85417175,3.0333965,4.26659975,8.0
12938,M,1.475,1.1875,0.3625,26.2232875,10.61688775,7.64019025,10.0640725,10.0
12939,I,1.325,0.975,0.3125,16.45688475,7.24329725,3.10427025,4.195726,7.0
12940,M,1.45,1.15,0.3625,24.84833675,11.92096475,5.74077375,7.5126175,10.0
12941,F,1.45,1.125,0.4,25.72717125,10.33339275,5.2446575,7.087375,9.0
12942,M,1.3125,0.9625,0.3125,21.829115,10.75863525,4.89028875,5.17378375,9.0
12943,M,1.675,1.3125,0.4875,46.67745175,26.251637,10.432616,13.324265,11.0
12944,I,1.425,1.0625,0.3375,22.92057075,10.47514025,4.706017,6.9456275,9.0
12945,M,1.4375,1.1625,0.35,29.07241225,12.47378,6.25106475,7.654365,8.0
12946,F,1.5625,1.3125,0.4375,38.90968875,16.3009625,8.334753,10.0640725,10.0
12947,I,0.925,0.6625,0.225,6.1518415,3.061746,1.4458245,1.70097,7.0
12948,F,1.6375,1.3125,0.4625,43.02036625,21.262125,9.4403835,12.757275,11.0
12949,F,1.6,1.2,0.425,35.62114675,17.22232125,8.164656,9.4970825,8.0
12950,M,1.425,1.125,0.3875,31.581343,15.422128,6.010094,7.087375,8.0
12951,M,1.5375,1.175,0.4,25.72717125,13.210867,5.386405,8.1363065,13.0
12952,M,1.3375,1.15,0.3875,24.81998725,9.6671795,5.1879585,7.37087,11.0
12953,I,0.8375,0.65,0.2125,5.57067675,2.45223175,1.14815475,1.5592225,9.0
12954,I,0.9625,0.7125,0.25,7.9095105,3.35941575,1.48834875,2.4097075,7.0
12955,F,1.6375,1.2625,0.4625,43.02036625,20.45416425,8.50485,11.623295,9.0
12956,M,1.55,1.2875,0.4375,35.50774875,16.85377775,6.4353365,11.056305,12.0
12957,I,0.525,0.375,0.1375,1.31825175,0.35436875,0.226796,0.4252425,5.0
12958,I,0.85,0.6375,0.225,5.0745605,2.62232875,1.14815475,1.5592225,5.0
12959,M,1.5625,1.25,0.4125,35.19590425,13.99047825,7.61184075,8.9300925,10.0
12960,I,1.0875,0.8375,0.2875,10.3475675,4.37999775,2.39553275,3.118445,8.0
12961,M,1.675,1.3,0.45,47.8823055,21.7440665,9.8372765,13.60776,11.0
12962,M,1.725,1.35,0.4375,50.2636635,19.7029025,11.396499,12.757275,16.0
12963,I,1.375,1.0625,0.3625,20.28406725,8.63242275,5.2446575,5.953395,9.0
12964,I,1.175,0.9,0.3125,12.43125575,5.6415505,1.8427175,4.252425,6.0
12965,I,0.8375,0.6375,0.2125,5.10291,2.3530085,1.20485375,1.5592225,8.0
12966,F,1.25,0.9875,0.2875,16.74037975,6.973977,3.6003865,4.9611625,11.0
12967,I,0.4,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,5.0
12968,M,1.5625,1.25,0.4,30.107169,14.3731965,5.783298,9.02931575,9.0
12969,I,1.375,1.125,0.375,21.72989175,9.7238785,4.60679375,5.953395,9.0
12970,I,1.2,0.9375,0.325,14.18892475,6.690482,2.84912475,4.819415,7.0
12971,I,1.2375,0.95,0.3375,16.386011,6.350288,3.1467945,5.2446575,11.0
12972,F,1.5,1.1625,0.3625,25.35862775,11.43902325,4.35164825,6.84640425,10.0
12973,F,1.625,1.2625,0.475,40.83745475,17.8885345,10.0073735,10.77281,10.0
12974,I,0.9375,0.7,0.2375,7.144074,3.75630875,1.63009625,2.1262125,6.0
12975,I,1.325,1.05,0.35,21.92833825,10.95708175,4.195726,5.6982495,8.0
12976,F,1.1875,1.0125,0.325,16.68368075,7.86698625,3.50116325,5.10291,11.0
12977,I,1.2375,1.0,0.3875,20.4966885,9.6671795,4.57844425,6.066793,9.0
12978,I,1.2125,0.9125,0.275,12.303683,4.32329875,2.2963095,3.742134,10.0
12979,I,1.1875,0.95,0.35,16.386011,6.8889285,3.061746,5.953395,8.0
12980,F,1.4375,1.125,0.4,27.08794725,10.77281,6.13766675,8.3631025,12.0
12981,I,0.8625,0.6625,0.225,5.10291,2.05533875,1.17650425,1.70097,5.0
12982,F,1.45,1.15,0.375,31.3828965,15.8473705,6.36446275,7.93786,8.0
12983,I,0.8375,0.575,0.225,4.6209685,1.644271,0.92135875,1.417475,5.0
12984,I,0.9375,0.7125,0.2125,6.08096775,2.42388225,1.48834875,1.8994165,7.0
12985,M,1.5625,1.2,0.35,32.88542,16.68368075,6.5487345,6.80388,9.0
12986,M,1.3,1.0,0.375,18.27125275,6.56290925,4.5075705,5.499803,11.0
12987,M,1.3125,1.025,0.3625,20.4966885,7.69688925,4.26659975,6.6621325,12.0
12988,M,1.25,1.05,0.325,20.8935815,9.015141,4.9044635,5.726599,10.0
